"Professor_ID","Professor_Name","Role","University","Department","Previous_Education_1_Programme","Previous_Education_1_Institution","Previous_Education_1_Year","Previous_Education_2_Programme","Previous_Education_2_Institution","Previous_Education_2_Year","Previous_Education_3_Programme","Previous_Education_3_Institution","Previous_Education_3_Year","Previous_Education_4_Programme","Previous_Education_4_Institution","Previous_Education_4_Year","Previous_Education_5_Programme","Previous_Education_5_Institution","Previous_Education_5_Year","Total_Publications"
303725,"Dr Kanika Aggarwal","Assistant Professor","Bennett University","Management","PhD","University of Southern California, USA",2020,,,,,,,,,,,,,
121969,"Dr Kanika  Chatterjee","Professor","Calcutta University","Department of Commerce","Ph.D","University of Calcutta",,,,,,,,,,,,,,
54939,"Dr Kashmira Mody","Associate Professor","St. Xaviers College, Mumbai","Economics","Ph.D.","University of Mumbai",2008,"M.A. (Economics)","University of Bombay",1987,"B.A.","St. Xavier's College, Mumbai",1985,,,,,,,
140548,"Dr Kasturi Goswami","Assistant Professor","Assam Don Bosco University","Department of Economics","Ph.D","",,,,,,,,,,,,,,
522860,"Dr Kaveri Khound","Assistant Professor","K R Mangalam University","School of Humanities",,,,,,,,,,,,,,,,
241599,"Dr Kavita Garg","Assistant Professor","Ismail National Mahila PG College, Meerut","Economics","Ph.D.","Ismail National Mahila PG College, Meerut",2014,,,,,,,,,,,,,21
132806,"Prof Kavita Indapurkar","Professor","Amity University, Noida","Amity School of Economics (Noida)","PhD","",,,,,,,,,,,,,,
117343,"Dr Kavita Vadrale","Assistant Professor","Shivaji University","Yashwantrao Chavan School of Rural Development","Ph.D","Shivaji University",2018,,,,,,,,,,,,,19
485013,"Prof Kavitha  G","Assistant Professor","Manonmaniam Sundaranar University","Economics","PhD","Scott Christian College",2011,"MBA","Anna University Regional Campus - Tirunelveli",2009,"M.Phil","Scott Christian College",2001,"MA","S.T. Hindu College, Nagercoil",2000,"BA","S.T. Hindu College, Nagercoil",1997,45
208837,"Dr Kavitha S","Head of the Department","Sankara College of Science and Commerce","Department of Business Administration with CA (UG)","Ph.D","Government Arts College, Coimbatore",2016,,,,,,,,,,,,,14
98782,"Dr Kavithamary D","Director","Loyola College, Chennai","Economics","Ph.D","Madurai Kamaraj University",2020,"M.Phil","Madurai Kamraj University",2006,,,,,,,,,,
375605,"Dr Kavya Shree","Associate Professor","Mount Carmel College, Bangalore","Department of Economics","Ph.D","Institute for Social and Economic Change",2021,,,,,,,,,,,,,
283482,"Dr Keerthan Rose Alexon Puthukkeril","Assistant Professor","Mar Ivanios College (Autonomous), Thiruvananthapuram","Department of Economics","Ph.D.","Cochin University of Science and Technology",2018,"M.Phil","Cochin University of Science and Technology",2011,"Master of Business Economics","Cochin University of Science and Technology",2009,"B.Sc. Physics","Christian College, Chengannur",2006,,,,5
202256,"Dr Kesari Singh","Professor","Shoolini University","School of Business Management and Liberal Arts","Ph.D","Himachal Pradesh University",2008,,,,,,,,,,,,,7
61566,"Prof Keya Sengupta","Professor","Indian Institute of Management, Shillong","Economics and Public Policy","PhD","North Eastern Hill University",1977,,,,,,,,,,,,,7
59866,"Prof Kiran Mor","Professor","National Institute of Technology, Kurukshetra","Department of Humanities and Social Sciences","Ph.D","Kurukshetra University",2000,,,,,,,,,,,,,1
220563,"Dr Komal Sahai","Assistant Professor","O P Jindal Global University","Jindal School of Government and Public Policy","Ph.D. (Economics)","Indian Statistical Institute, New Delhi",2021,"M.A. (Economics)","Delhi School of Economics",2014,"B.A. (Economics)","Miranda House, University of Delhi",2012,,,,,,,1
479498,"Dr Kranti Mishra","Assistant Professor","Govt. P.G. College, Bina","Economics","Ph.D","Awadesh Pratap Singh University, Rewa",2023,"M.Phil","Awadesh Pratap Singh University, Rewa",2011,"M.A.","Awadesh Pratap Singh University, Rewa",2010,,,,,,,
488164,"Dr Krishna  Malakar","Assistant Professor","Indian Institute of Technology, Madras","Department of Humanities and Social Sciences","Ph.D.","Indian Institute of Technology Bombay",2019,,,,,,,,,,,,,18
13846,"Prof. Krishna Mazumdar","Professor","Indian Statistical Institute Bangalore","Economic Research Unit","Ph.D. (Economics)","",,,,,,,,,,,,,,
171883,"Dr Krishnaveni N","Assistant Professor","Nirmala College for Women, Coimbatore","Department of Economics","M.A.,M.PHIL.,MBA.,Ph.D.,SET.,PGDCA","Nirmala College for Women, Coimbatore",2012,,,,,,,,,,,,,5
312818,"Dr Krittika Banerjee","Assistant Professor","Indian Institute of Technology Kharagpur","Vinod Gupta School of Management","Ph.D","Indira Gandhi Institute of Development Research",2021,,,,,,,,,,,,,4
115387,"Dr Kruthika V Khandare","Assistant Professor","Dr. Babasaheb Ambedkar Marathwada University","Department of Economics","Ph.D","Dr. Babasaheb Ambedkar Marathwada University",2009,,,,,,,,,,,,,
196933,"Dr Kruti Chhaya","Assistant Professor","Dr. Babasaheb Ambedkar Open University, Ahmedabad","Department of Economics","PhD","2010",,,,,,,,,,,,,,17
202525,"Dr Kshama Sharma","Associate Professor","K R Mangalam University","School of Management and Commerce","Ph.D","Banasthali Vidyapith",2014,"M.Phil (Economics)","Banasthali Vidyapith",2004,,,,,,,,,,15
424065,"Dr Kumari Deepa Rani","Assistant Professor","Magadh University","Department of Economics","MA","",,,,,,,,,,,,,,
297939,"Dr Kumari Dibya","Assistant Professor","Amity University Ranchi","Economics","PhD","Ranchi University",,,,,,,,,,,,,,
213647,"Dr Kumari Janani S","Assistant Professor","Sri Meenakshi Government Arts College for Women, Madurai","Department of Economics","PhD","Madurai Kamaraj University, Madurai",2006,,,,,,,,,,,,,
122520,"Dr Kumbham Vijaya Lakshmi","Associate Professor","Jawaharlal Nehru Technological University Hyderabad","undefined","Ph.D","Kakatiya University",2019,,,,,,,,,,,,,
432784,"Dr Kumudha A","Assistant Professor","Thiagarajar College, Madurai","Department of Economics","Ph.D","Mother Teresa Women's University, Kodaikkanal",2013,"MBA","Madurai Kamaraj University",2009,"M.A","Sri Meenakshi Government Arts College for Women",1994,"B.A.","Sri Meenakshi Government Arts College for Women",1992,,,,17
214990,"Dr Kusum  Maheshwari ","Assistant Professor","Government Brijindra College","Economics","Ph.D","University of Rajasthan, Jaipur",2007,,,,,,,,,,,,,7
392543,"Dr L Noor Asma","Assistant Professor","Wavoo Wajeeha Womens College of Arts and Science","Department of Economics","P.hD","Aditanar College",2022,,,,,,,,,,,,,1
422186,"Dr L Noor Asma","Assistant Professor","Wavoo Wajeeha Womens College of Arts and Science","Department of Economics","PhD,","Manonmaniam Sundaranar University",2022,"SET","Bharathiar University",2011,"M.Phil","Aditanar College",2009,"MA","Aditanar College",2007,,,,8
194944,"Dr LAKSHMI A","Professor","KS Rangasamy College of Technology (Autonomous)","Master of Business Administration","Ph.D","K.S.Rangasamy College of Technology",2007,,,,,,,,,,,,,21
204985,"Dr LEKHA M.S","Assistant Professor","Shrimathi Devkunvar Nanalal Bhatt Vaishnav College for Women","BA.Economics(Aided)",,,,,,,,,,,,,,,,
111857,"Dr  Lajina M M","Assistant Professor","Nirmalagiri College","Department of Economics","MA","",,,,,,,,,,,,,,
374183,"Dr Lakshmi Chakravarthy Jeer","Assistant Professor","Mount Carmel College, Bangalore","Department of Economics","PhD","University of Hyderabad",2023,,,,,,,,,,,,,
110707,"Dr Lalhriatpuii ","Associate Professor","Mizoram University","Department of Economics","Ph.D","Mizoram University",2008,,,,,,,,,,,,,
248207,"Dr Lalitha Natarajan","Associate Professor","Shyama Prasad Mukherji College for Women","Department of Economics","Ph.D","Jawaharlal Nehru University",2006,,,,,,,,,,,,,3
310478,"Dr Latha Guptha","Assistant Professor","M V Muthiah Government Arts College for Women, Dindigul","Department of Economics","PhD","Madurai Kamaraj University",2017,,,,,,,,,,,,,
34763," Latika Argade","Associate Professor","Gokhale Institute of Politics and Economics","Department of Economics","M Sc, Ph D,(Energy Economics) , Analysis of Regional Variation in Fuel Consumption of Indian Industries","",,,,,,,,,,,,,,
382434,"Dr Lavanya S","Assistant Professor","Shrimati Indira Gandhi College","Department of Economics","M.A.,M.PHIL., SET.,","Holy Cross College, Tiruchirappalli",2005,,,,,,,,,,,,,
117171,"Dr Laxmi Rajkumari","Assistant Professor","Christ University","Department of Economics","Ph.D","Institute for Social and Economic Change",2019,,,,,,,,,,,,,3
56320,"Dr Leena Mary Eapen","Associate Professor","Indian Institute of Management, Kozhikode","Department of Economics","Ph.D","Madras School of Economics",,,,,,,,,,,,,,5
306245,"Dr Liji Lakshmanan T","Assistant Professor","SRM Institute of Science and Technology","Department of Economics - KTR","PhD","University College, Kerala",2020,,,,,,,,,,,,,
228841,"Dr Lilly Grace Eunice Bodapati","Professor","Andhra University","Department of Economics","PGDMS","Andhra University",2016,"PGDES","Andhra University",2014,"Ph.D.","Andhra university",2005,"M.A","St.Theresas's College for women",1988,"B.A","Maris Stella College for Women",1986,105
163274,"Dr Lopamudra  Mishra","Assistant Professor","Sambalpur University","Department of Economics","Ph.D","",,,,,,,,,,,,,,
98186,"Dr M Anitha","Assistant Professor","Yogi Vemana University","Department of Economics","Ph.D","Central University of Hyderabad",,,,,,,,,,,,,,
92059,"Dr M Chitra","Assistant Professor","Madurai Kamraj University","Department of Econometrics","M.Sc, M.Phil, M.A., Ph.D","Madurai Kamraj University",1991,,,,,,,,,,,,,13
298377,"Dr M Chitra","Assistant Professor","Excel College for Commerce and Science","Department of Commerce","Ph.D","Government Arts College (Autonomous), KARUR - 639 005",2019,"M.Phil","",2015,"M.A","",2013,"B.A","Neru memorial Arts and science College",2011,,,,2
181539,"Dr M Esakkiammal","Assistant Professor","Sadakathullah Appa College","Department of Economics","Ph.D","Manonmaniam Sundaranar University",2016,,,,,,,,,,,,,
409237,"Dr M Sivamani","Assistant Professor","LRG Government Arts College for Women","Department of Economics","MA","",,,,,,,,,,,,,,
310383,"Dr M Vijaya Rani","Assistant Professor","M V Muthiah Government Arts College for Women, Dindigul","Department of Economics","Ph.D","Madurai Kamaraj University",2009,"M.phil","Arul Anandar College,Karumathur",2001,"M.A","Sri Meenakshi Government Arts College for Women",2000,"B.A","Sri",1998,,,,
88683,"Prof  M. Indira","Professor","Mysore University","Department of Economics and Cooperation","Ph.D","University of Mysore",1990,,,,,,,,,,,,,
482368,"Dr M.LAKSHMI PRIYA","Assistant Professor","Voorhees College","PG & RESEARCH DEPARTMENT OF ECONOMICS","Ph.D","Thiruvalluvar university",2021,"Ph.D","Thiruvalluvar university",2021,,,,,,,,,,
316250,"Dr MANSI VINAIK","Assistant Professor","The Northcap University","School of Management and Liberal Studies","Ph.D.","Jamia Millia Islamia",2021,"M.A. Economics","Central University of Rajasthan",2014,"B.A.(H) Economics","University of Delhi",2012,,,,,,,11
509221,"Dr MARY EDAL J","Assistant Professor","Vivekananda College, Agastheeswaram","Economics","Ph.D","S.T. Hindu College, Nagercoil",2016,"M.Phil","S.T. Hindu College, Nagercoil",2006,"M.A","S.T. Hindu College, Nagercoil",2004,,,,,,,
489863,"Dr MAUSUMI DATTA BISWAS","Associate Professor","Kalyani Mahavidyalaya","Department of Economics","Ph.D","University of Kalyani",2013,"M.Phil","University of Calcutta",1998,"M.Sc","University of Calcutta",1995,,,,,,,
347627,"Prof MUKULIKA HITKARI","Head of the Department","Dayanand Girls PG College, Kanpur","Economics","Ph.D","Kanpur University , Kanpur",1998,"LLB","Kanpur University",1991,"M A","Kanpur University",1987,"BA","Kanpur University , Kanpur",1985,"ISC, Delhi Board","St. Mary's Convent , Kanpur",1983,25
188280,"Dr Madhumita Das","Assistant Professor","Centurion University of Technology and Management","School of Management","Ph.D","Indian Institute of Technology, Kharagpur",2016,,,,,,,,,,,,,9
387893,"Dr Madhuparna Karmokar","Assistant Professor (Grade-II)","Indian Institute of Management, Calcutta","Economics","Ph.D","Indian Statistical Institute",2022,,,,,,,,,,,,,4
105919,"Dr Madhusmita Dash","Assistant Professor","Indian Institute of Technology Bhubaneswar","School of Humanities, Social Sciences and Management","Ph.D","Indian Institute of Technology Kharagpur, West Bengal",2016,,,,,,,,,,,,,7
181602,"Dr Mahalakshmi G","Associate Professor","Rani Anna Government College for Women, Tirunelveli","Department of Economics","M.Sc, Psychology","Tamil Nadu Open University, Chennai",2022,"Ph.D","M.S.University, Tirunelveli",2017,"SLET","Bharathidasan University, Trichy",1997,"M.Phil, University Rank I","Aditanar College of Arts and Science, Tiruchendur",1995,"M.A","Aditanar College of Arts and Science, Tiruchendur",1994,44
121995,"Dr Mahalaya  Chatterjee","Associate Professor","Calcutta University","Department of Economics","Ph.D","University of Calcutta",,,,,,,,,,,,,,5
116972,"Dr Maheshvari R","Assistant Professor","Coimbatore Institute of Technology","Humanities","Ph.D","Coimbatore Institute of Technology",2013,,,,,,,,,,,,,21
213758,"Dr Maheswari P","Associate Professor","Sri Meenakshi Government Arts College for Women, Madurai","Department of Economics","PhD","Madurai Kamaraj University, Madurai",2014,,,,,,,,,,,,,
305638,"Dr Mahsina Rahman","Assistant Professor","University of Science and Technology Meghalaya","Department of Economics","PhD","",,,,,,,,,,,,,,
133512,"Prof Mahua Bhattacharjee","Professor","Amity University, Noida","Amity School of Economics (Noida)","PhD","",,,,,,,,,,,,,,
124369,"Prof Malabika Roy","Professor","Jadavpur University","Department of Economics","Ph.D","",,,,,,,,,,,,,,
104407,"Dr Malarvizhi  Vaithyanathan","Associate Professor","Avinashilingam Institute for Home Science and Higher Education for Women, Coimbatore","Economics","PhD","Avinashilingam Institute for Home Science and Higher Education for Women, Coimbatore",2012,,,,,,,,,,,,,79
205631,"Dr Malathi N","Assistant Professor","Guru Nanak College (Autonomous)","Department of Economics","PhD","",,,,,,,,,,,,,,
10260,"Prof. Malathy Duraiswamy","Professor","Indian Institute of Technology Madras","Department of Humanities and Social Sciences","Ph.D.","University of Madras",1985,,,,,,,,,,,,,11
253977,"Dr Malini Laxminarayan Tantri","Assistant Professor","Institute for Social and Economic Change","Centre for Economic Studies and Policy (CESP)","Ph.D","",,,,,,,,,,,,,,
285144,"Dr Malini Sambandan","Associate Professor","Ethiraj College for Women, Chennai","Department of Economics","PhD","",,,,,,,,,,,,,,
162763,"Prof Mamata Swain","Professor","Ravenshaw University","Economics","Ph.D","University of London",1993,,,,,,,,,,,,,
197084,"Dr Mamatha Girish","Assistant Professor","University of Agricultural Sciences, Bangalore","Agricultural Marketing Co-Operation and Business Management","PhD","University of Agricultural Sciences, Bangalore",1998,,,,,,,,,,,,,12
118614,"Dr Mamita Dash","Faculty Associate","Kalinga Institute of Industrial Technology","School of Humanities","M.Phil","",,,,,,,,,,,,,,
291449,"Dr Mamta Kumari","Assistant Professor","Alliance University","Department of Economics","PhD","Indian Institute of Technology Patna",2021,,,,,,,,,,,,,10
288441,"Dr Mamta Pankaj Jain","Assistant Professor","NIIT University","Management","PhD","Amity University, Rajasthan",2016,,,,,,,,,,,,,
241597,"Dr Mamta Singh","Assistant Professor","Ismail National Mahila PG College, Meerut","Economics","Ph.D.","Ismail National Mahila PG College, Meerut",2002,,,,,,,,,,,,,32
52995,"Dr Manasvi M. Kamat","Associate Professor","VVMs Shree Damodar College of Commerce and Economics Margao goa","Economics & Banking","Ph.D, M.A -Economics (Gold Medalist), PGDM, PGDBIO, BA (Gold Medalist), UGC-NET","Goa University",1997,,,,,,,,,,,,,
56230,"Dr Manaswini Bhalla","Associate Professor","Indian Institute of Management, Bangalore","Economics and Social Sciences","Ph.D","The Pennsylvania State University, USA",,,,,,,,,,,,,,16
184100,"Dr Manimalathi P","Assistant Professor","Sri Ramakrishna College of Arts and Science","Department of Economics","MBA","Bharathiar University",2022,"Ph.D","Baharathiar University",2014,"SET","Bharathiar University",2012,"M.Phil","Bharathiar University",2010,"M.Sc","Avinashilingam Institute for Home Science and Higher Education for Women, Coimbatore",2008,14
408235,"Dr Manimehalai N","Assistant Professor","LRG Government Arts College for Women","Department of Economics","Ph. D","Periyar university, salem",2018,,,,,,,,,,,,,
309979,"Dr Manimozhi D","Assistant Professor","Sri GVG Visalakshi College for Women","Department of Economics","Ph.D","Sri GVG Visalakshi College for Women",2014,,,,,,,,,,,,,9
214516,"Dr Manini  Ojha","Assistant Professor","O P Jindal Global University","Jindal School of Government and Public Policy","Ph.D. (Economics)","Southern Methodist University",2018,"M.A. (Economics)","Southern Methodist University",2014,"M.A. (Economics)","Jawaharlal Nehru University",2009,"B.A. (Economics)","Shri Ram College of Commerce, University of Delhi",2007,,,,7
138549,"Prof Manisha A Karne","Professor","University of Mumbai","Department of Economics","PhD","University of Mumbai, Maharashtra",2004,,,,,,,,,,,,,
55984,"Dr Manisha Chakrabarty","Professor","Indian Institute of Management Calcutta","Economics","Ph.D","Indian Statistical Institute",,,,,,,,,,,,,,44
133043,"Dr Manisha Raj","Assistant Professor","Amity University, Noida","Amity School of Economics (Noida)","PhD","",,,,,,,,,,,,,,
95183,"Dr Anju S Nair","Associate Professor","University of Kerala","Department of Economics","Ph.D","",,,,,,,,,,,,,,
107299,"Prof Manju Singh","Professor","Malaviya National Institute of Technology Jaipur","Department of Humanities and Social Science","Post Doctoral","London School of Economics UK",2012,"Ph.D","Sardar Patel Institute of Economic & Social Science Research, Ahmedabad",1995,"Master of Arts","JNV University",1982,"BA","JNV University",1980,,,,19
184277,"Dr Manjula Dabhi","Associate Professor","Gujarat Vidyapith","Department of Rural Economics","PhD","Gujarat Vidyapith, Ahmedabad",2007,,,,,,,,,,,,,46
207274,"Dr Manjula M","Assistant Professor","The Madura College","Department of Economics","PH.D","Fatima College",2021,,,,,,,,,,,,,10
294122,"Dr Manjushri S Shetty","Assistant Professor","St Agnes College (Autonomous)","Department of Economics","PhD","Mangalore University",2007,,,,,,,,,,,,,1
104396,"Dr Manonmani Myilswamy (retired)","Professor","Avinashilingam Institute for Home Science and Higher Education for Women, Coimbatore","Economics","PhD","Avinashilingam Institute for Home Science and Higher Education for Women, Coimbatore",2007,,,,,,,,,,,,,
183712,"Dr Manu Rudreswariah","Assistant Professor","SBRR Mahajana First Grade College (Autonomous)","M.B.A","Ph.D","Mysore University",2013,,,,,,,,,,,,,11
296451,"Dr Manvi Arora","Assistant Professor","Amity University, Punjab","Amity School of Social Sciences","Ph.D","Punjabi University",2021,,,,,,,,,,,,,8
278511,"Dr Maria Khan","Assistant Professor","Aligarh Muslim University","Department of Economics","Ph.D","Aligarh Muslim University",2016,,,,,,,,,,,,,3
378513,"Dr Marina Pereira","Associate Professor","Nagindas Khandwala College","Department of Economics","MA PhD","University of Mumbai",1991,,,,,,,,,,,,,5
111663,"Dr  Mary Antony","Assistant Professor","Fatima Mata National College (Autonomous), Kollam, Kerala","Department of Economics","Ph.D","",,,,,,,,,,,,,,
112133,"Dr Mary Liya C A","Assistant Professor (Grade-III)","St. Teresas College (Autonomous), Ernakulam","Department of Economics","M.B.A","National Institute of Business Management, Mumbai",2019,"Ph.D","Mahatma Gandhi University, Kerala",2015,"M.A.","Mahatma Gandhi University, Kerala",2005,,,,,,,5
198778,"Dr Mary Â  Thomas K","Assistant Professor","Vimala College, Thrissur","Department of Economics","PhD","",,,,,,,,,,,,,,
252521,"Prof Mausumi Das","Professor","Institute of Economic Growth","Indian Economic Service Unit","Ph.D","Jawaharlal Nehru University, New Delhi",,,,,,,,,,,,,,
308735,"Dr Mausumi Das","Professor","University of Delhi","Department of Economics","PhD","",,,,,,,,,,,,,,
138546,"Dr Medha Tapiawala","Associate Professor","University of Mumbai","Department of Economics","PhD","University of Mumbai, Maharashtra",2006,,,,,,,,,,,,,
169779,"Dr Medhavini S Katti","Professor","Vijayanagara Sri Krishnadevaraya University","Department of Economics","Ph.D","Gulbarga University",2017,"M.Phil","Gulbarga University",2007,"M.A","Gulbarga University",2006,"B.Ed","Gulbarga University",2003,,,,60
414706,"Dr Meenakshi  Duggal ","Associate Professor","RR Bawa DAV. College for Girls Batala","Economics","PhD","LPU",2020,,,,,,,,,,,,,
248744,"Dr Meenakshi Duggal","Professor","Jaywant Shikshan Prarsark Mandals Rajarshi Shahu College of Education Sr.No.80-2, Pune Mumbai Bypass Highway, Tathwade,Pune 411 033","MBA","PhD ( Management)","Dr D Y Patil Vidyapeeth, Pune",2016,"MPhil ( Economics)","Kurukshetra University",2004,"Master of Business Economics","Kurukshetra University",1998,"M.Com","Kurukshetra University",1996,,,,7
341181,"Dr Meenakshi Kumari","Assistant Professor","Mount Carmel College, Bangalore","Department of Economics","Ph.D.","Dr Ram Manohar Lohiya National Law University",2022,,,,,,,,,,,,,
171866,"Dr Meenakshi R","Assistant Professor","Nirmala College for Women, Coimbatore","Economics","Ph.D","PSG College of Arts and Science",2022,"TNSET","Government of Tamil Nadu",2016,"M.A","PSG College of Arts and Science",2015,"B.Com","PSGR KRISHNAMMAL COLLEGE FOR WOMEN",2013,,,,11
114307,"Dr Meenu Saihjpal","Assistant Professor","Panjab University, Chandigarh","University Institute of Legal Studies","Ph.D","Panjab University, Chandigarh",,,,,,,,,,,,,,
214308,"Dr Meenu Shant Priya","Professor","Galgotias University","School of Business","Ph.D","Sardar Vallabhbhai National Institute of Technology, Surat",2016,,,,,,,,,,,,,3
323149,"Dr Meera R","Assistant Professor","Nirmala College, Muvattupuzha","Department of Economics","Ph. D","MG University",2020,,,,,,,,,,,,,1
40403,"Dr Meeta Keswani Mehra","Professor","Jawaharlal Nehru University","Centre for International Trade and Development","Ph.D","Indian Statistical Institute, Delhi",,,,,,,,,,,,,,19
57244,"Dr Meeta Mathur","Professor","University of Rajasthan","Department of Economics","Ph.D","",,,,,,,,,,,,,,
99906,"Dr Meghna Dutta","Assistant Professor","Indian Institute of Technology Patna","Department of Humanities and Social Sciences","Ph.D","Jadavpur University",,,,,,,,,,,,,,19
236039,"Dr Millie Nihila","Associate Professor","Stella Maris College","Economics","Ph.D","Stella Maris College",2000,,,,,,,,,,,,,
230890,"Dr Mini P Thomas","Associate Professor","Birla Institute of Technology and Science, Pilani","Department of Economics and Finance","Ph.D","Institute for Social and Economic Change",,"Ph.D","University of Hyderabad",,,,,,,,,,,5
126917,"Dr Mita Suthar","Associate Professor","Ahmedabad University","Amrut Mody School of Management","Ph.D","Gujarat University",2006,,,,,,,,,,,,,
259284,"Dr Mitali Das","Associate Professor","Cotton University","Economics","PhD","",,,,,,,,,,,,,,
232958,"Dr Mitali Tiwari","Assistant Professor","Dr Ram Manohar Lohiya National Law University","Department of Humanities and Social Sciences","Ph.D","University of Lucknow",2013,"MBA","UP Rajarshi Tandon Open University, Allahabad",2010,"B.Ed.","Christian Training College, Lucknow",2006,"MA","University of Lucknow",2001,"B.A.","University of Lucknow",1998,19
217506,"Dr Mohsina  Hayat","Assistant Professor (Grade-I)","Jain University","Department of Management Studies","phd","Jamia Millia Islamia",2018,,,,,,,,,,,,,23
325338,"Dr Mona Bhalla","Associate Professor","Narsee Monjee Institute of Management Studies, Mumbai","Department of Economics","PhD","University of Mumbai",,,,,,,,,,,,,,
138355,"Dr Monika Gupta","Assistant Professor","S P Jain Institute of Management and Research","Centre for Economics","FPM","Indian Institute of Management, Lucknow",2016,,,,,,,,,,,,,
444957,"Dr Monika Mathur","Associate Professor","Manipal University Jaipur","Department of Economics","PhD","Janardan Rai Nagar (Deemed to be) University",2010,,,,,,,,,,,,,3
279289,"Dr Monita Mohan","Assistant Professor","Quantum University, Roorkee","Department of Humanities and Social Sciences","Ph.D","Chaudhary Charan Singh University",2003,,,,,,,,,,,,,
279865,"Dr Moon Moon Hussain","Assistant Professor","B S Abdur Rahman Crescent Institute of Science and Technology","Department of Economics","Ph.D","BS Abdur Rahman Crescent Institute of Science and Technology",,,,,,,,,,,,,,
357035,"Dr Mousumi Bakshi","Faculty","Banwarilal Bhalotia College","Department of Economics","PhD","Vidyasagar University",2010,,,,,,,,,,,,,
58084,"Dr Mousumi Dutta","Professor","Presidency University","Department of Economics","Ph.D.","Bidhan Nagar Govt College",2006,"M.Phil.","Bidhan Nagar Govt College",1996,"M.Sc.","Bidhan Nagar Govt College",1993,"B.Sc.","Bidhan Nagar Govt College",1991,,,,24
286239,"Dr Mousumi Mukhopadhyay Patra","Associate Professor","Ramananda College, Bankura","Economics","PhD","The University of Burdwan",2002,,,,,,,,,,,,,
462064,"Dr Mriduchhanda Chattopadhyay","Assistant Professor","St. Xavier's College (Autonomous), Kolkata","Post-Graduate Department of Economics","PhD","Waseda University, Tokyo",2022,,,,,,,,,,,,,3
386352,"Prof Mridula Kumari","Professor","College of Commerce, Arts & Science,Patna","Economics","PH.D.","Patna University, Patna",2003,,,,,,,,,,,,,
522289,"Dr Mrs. Deenbala Prabodhankar","Associate Professor","Amolakchand Mahavidyalaya, Yavatmal. Maharashtra Yavatmal","Commerce","PhD; MCom; MPhil; MA economics; MA Hindi ; BEd","Nagpur University",2015,,,,,,,,,,,,,
247835,"Dr Mukta Mukherjee","Assistant Professor","Alliance University","","Ph.D in Economics","Syracuse University",2012,,,,,,,,,,,,,2
95146,"Prof Mukta S Adi","Professor","Rani Channamma University","Department of Economics","Ph.D","",,,,,,,,,,,,,,
172076,"Dr Muthu Chitra","Assistant Professor","Madurai Kamraj University","Department of Econometrics","Ph.D","Madurai Kamaraj University",2009,"M.A Economics under exemption","Madurai Kamaraj University",2000,"M.Phil","Madurai Kamraj University",1992,"M.Sc Mathematical Economics","Madurai Kamaraj University",1991,,,,12
211965,"Dr Muthu Maha Laxmi","Assistant Professor","St. Mary's college (Autonomous)","Department of Economics","PhD","Manonmaniam Sundaranar University, Tirunelveli",2016,,,,,,,,,,,,,8
168703,"Dr  N S Sathe","Associate Professor","Birla Vishvakarma Mahavidyalaya Engineering College (BVM)","Department of Mathematics","Ph.D","Banaras Hindu University,Varanasi",1992,,,,,,,,,,,,,
244966,"Dr N Vijaya Raghavi","Assistant Professor","Government Degree College for Women, Begumpet","Department of Economics","MA, Ph.D., MBA. B.Ed.","Sri Venkateshwara University",2004,,,,,,,,,,,,,2
490781,"Dr NAMITA DAS","Associate Professor","Pragjyotish College","ECONOMICS","PhD","Gauhati University",2017,"MA","Gauhati University",1994,,,,,,,,,,
322219,"Dr NAMRATA SHRIVASTAVA","Assistant Professor","BSSS College, Habibganj, Bhopal","ECONOMICS","PH.D.","RANI DURGAVATI VISHWAVIDYALAYA",2019,"Chhattisgarh PSC SET","UGC, New Delhi",2019,"MP PSC SET","UGC, New Delhi",2017,"PGDCA","Makhanlal Chaturvedi University, Bhopal (Madhya Pradesh)",2007,"B.Ed","RANI DURGAVATI VISHWAVIDYALAYA",2006,32
215722,"Dr NAYIA MAHAJAN","Assistant Professor","Doaba College Jalandhar","ECONOMICS","PhD in Economics","Guru Nanak Dev University",2015,,,,,,,,,,,,,
343282,"Dr NEETU JAIN","Assistant Professor","Bharati Vidyapeeth University Institute of Management and Research, New Delhi","management","Phd","Chaudhary Charan Singh University Meerut",2013,,,,,,,,,,,,,5
285645,"Dr NEHA Verma","Associate Professor","Swami Vivekanand Subharti University","Faculty of arts and social Sciences","Ph.D","HNB Garhwal University Central University Srinagar Garhwal Uttrakhand",2012,,,,,,,,,,,,,
213147,"Dr Nafisa Idris M","Assistant Professor","Justice Basheer Ahmed Sayeed College for Women","Department of Economics","Ph. D","University of Madras",2016,,,,,,,,,,,,,
191035,"Dr Nagarajan N S","Assistant Professor","Vellore Institute of Technology","School of Social Sciences and Languages","PhD","Bharathiar University, Coimbatore",2012,,,,,,,,,,,,,2
325803,"Dr Naimitya Sharma","Assistant Professor","Narsee Monjee Institute of Management Studies, Mumbai","Department of Economics","PhD","Jawaharlal Nehru University",,,,,,,,,,,,,,
231347,"Dr Nairita Bhattacharjee","Assistant Professor","Dr. Vishwanath Karad MIT World Peace University","Department of Economics","PhD","Ponnaiyah Ramajayam Institute of Science and Technology",2020,,,,,,,,,,,,,
208590,"Dr Namrata Gulati","Assistant Professor","South Asian University","Faculty of Economics","Ph.D","Indian Statistical Institute, New Delhi",2011,,,,,,,,,,,,,8
